Damage over distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
M249 SAW,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,277,277,277,,4.5,3.3,,650,,0.45,
6P41,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,265,265,265,265,265,265,265,265,265,265,265,265,353,353,353,,8.5,8.5,,680,,0.45,
T-95 LSW,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,277,277,369,369,369,,3,2,,650,,0.45,
LMG-E,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,333,333,333,333,,6.5,7.1,,720,,0.45,
G8A1,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,282,282,282,282,282,282,282,282,,3.9,3,,850,,0.45,
ALDA 5.56,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,267,267,267,267,267,333,333,333,333,,5.7,6.2,,900,,0.45,
PARA-308,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,369,369,369,369,369,369,369,369,369,,3.3,2.6,,650,,0.4,
552 Com,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,261,261,261,261,261,261,348,348,348,348,348,348,348,348,348,,3.1,2.4,,690,,0.4,
ARX200,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,,3.4,2.6,,700,,0.4,
556xi,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,261,261,261,261,261,348,348,348,348,348,348,348,348,348,348,348,,3.7,2.6,,690,,0.4,
L85A2,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,269,269,269,269,269,269,269,358,358,358,358,358,358,358,358,358,,3.3,2.7,,670,,0.4,
C7E,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,225,225,300,300,300,375,375,375,375,375,375,375,375,,2.7,2,,800,,0.4,
M762,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,247,247,247,247,247,329,329,329,329,411,411,411,411,411,411,411,411,,3.3,2.6,,730,,0.4,
AK-12,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,212,212,212,212,212,282,282,282,282,353,353,353,353,353,353,353,353,,3.4,2.6,,850,,0.4,
SC3000K,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,225,225,225,225,300,300,300,300,300,300,300,300,300,,3.4,2.6,,800,,0.4,
M4,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,240,240,240,240,240,240,240,240,320,320,320,320,320,320,320,320,320,320,,3.4,2.6,,750,,0.4,
V308,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,,3.3,2.6,,700,,0.4,
AK-74M,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,369,369,369,369,369,369,369,369,369,369,369,,3.4,2.6,,650,,0.4,
416-C,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,324,324,324,324,405,405,486,568,568,568,568,568,568,568,568,,3.4,2.4,,740,,0.4,
MK17 CQB,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,308,308,308,308,308,308,308,308,308,308,308,308,308,308,,3.1,2.4,,585,,0.4,0.55
AUG A2,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,333,333,333,333,333,333,333,,3.3,2.6,,720,,0.4,
AR33,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,320,320,320,320,401,401,401,401,401,401,401,401,,3.3,2.6,,749,,0.4,
Spear .308,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,343,343,,3.3,2.4,,700,,0.4,
TYPE-89,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,282,282,282,282,282,282,282,282,282,282,282,282,,3.3,2.6,,850,,0.4,
C8-SFW,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,287,287,287,287,358,358,358,358,358,358,358,358,,2.9,2.4,,837,,0.4,
F90,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,385,385,385,385,385,385,385,385,,3.1,2.2,,780,,0.4,
F2,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,245,245,245,245,306,306,306,306,306,306,306,306,306,306,,3.1,2.4,,980,,0.4,
R4-C,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,279,279,279,279,279,279,279,279,279,279,279,279,,3.4,2.7,,860,,0.4,
G36C,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,385,385,385,385,385,385,385,385,385,,3.3,2.4,,780,,0.4,
C75 Auto,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,240,240,240,240,240,240,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,2.7,1.9,,1000,,0.275,
BEARING 9,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,218,218,218,218,218,218,218,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,,2.7,1.9,,1100,,0.275,
SMG-11,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,189,189,189,189,189,189,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,,2.9,2,,1270,,0.275,
SPSMG9,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,245,245,245,245,245,245,245,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,,2.7,2.2,,980,,0.275,
SMG-12,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,236,236,236,236,236,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,,3,2,,1270,,0.275,
9mm C1,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,313,313,313,313,313,313,313,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,,2.6,1.9,,575,,0.3,
UMP45,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,400,400,400,400,400,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,2.9,2.4,,600,,0.3,
Commando 9,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,308,308,308,308,308,308,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,,2.5,2,,780,,0.3,
M12,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,,3,2.2,,550,,0.3,
K1A,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,333,333,333,333,333,333,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,,3,2.7,,720,,0.3,
AUG A3,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,,3.3,2.6,,700,,0.3,
PDW9,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,3.4,2.6,,800,,0.3,
9x19 VSN,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,320,320,320,320,320,400,400,400,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,,3.2,2.3,,750,,0.3,
MP7,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,267,267,333,333,333,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.8,2.2,,900,,0.3,
T-5 SMG,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,333,333,333,333,333,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,3,2.4,,900,,0.3,
MP5K,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,,2.8,2,,800,,0.3,
MP5 SD,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,450,450,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,,2.9,2.2,,800,,0.3,
MP5,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,375,375,375,375,375,450,450,450,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,,2.9,2.2,,800,,0.3,
FMG-9,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,375,375,375,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,,3,2.2,,800,,0.3,
P10 RONI,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,306,306,306,306,306,306,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,,2.7,1.7,,980,,0.3,
Mx4 Storm,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,316,316,316,316,316,316,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,,3.1,2.8,,950,,0.3,
MPX,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,361,361,361,361,361,361,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,,3.1,2.4,,830,,0.3,
Scorpion,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,333,333,333,389,389,389,389,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,,3,2.1,,1080,,0.3,
P90,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,371,371,371,371,371,371,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,,2.9,2.4,,970,,0.3,
Vector,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,300,300,300,300,350,350,350,350,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.8,2,,1200,,0.3,
Luison,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,667,667,800,933,1067,1200,1200,1200,1200,1200,1200,1200,1200,,2.6,1.9,,450,,0.2,
Keratos .357,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,4,4,,450,,0.2,
LFP586,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,4,4,,450,,0.2,0.6
.44 Mag,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.1,1.8,,450,,0.2,
D-50,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.5,2,,450,,0.2,
PMM,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,1.9,1.4,,450,,0.2,0.6
Q-929,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
M45,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,1.9,1.6,,450,,0.2,
1911 TACOPS,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.2,1.9,,450,,0.2,
P229,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
P226,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
USP40,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,
Mk1 9mm,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,1.9,1.6,,450,,0.2,
SDP 9mm,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.2,1.4,,450,,0.2,
P9,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.1,1.8,,450,,0.2,0.6
P12,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.4,1.9,,450,,0.2,0.6
GSH-18,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.3,2.1,,450,,0.2,0.6
PRB92,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.6,1.9,,450,,0.2,
5.7 USG,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.4,1.9,,450,,0.2,
P-10C,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.2,1.9,,450,,0.2,
RG15,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,533,533,533,533,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,,2.4,1.9,,450,,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK vs lvl. 2 + Rook armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
CSRX 300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.1,2.5,,50,,0.5,
BOSG 12.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2.4,,450,,0.4,
TCSG12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,3.2,2.5,,450,,0.4,
ACS12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,,2.7,2,,300,,0.4,
OTs-03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.4,2.7,,380,,0.4,
SR-25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,3.5,2.9,,450,,0.4,0.55
CAMRS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,3.4,2.6,,450,,0.4,
417,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,3.3,2.6,,450,,0.4,
AR-15.50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.1,2.2,,450,,0.4,
MK 14 EBR,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.4,3.1,,450,,0.4,
DP27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,4.6,4,,550,,0.45,
M249,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,7.6,7.6,,650,,0.45,
M249 SAW,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,4.5,3.3,,650,,0.45,
6P41,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,8.5,8.5,,680,,0.45,
T-95 LSW,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,3,2,,650,,0.45,
LMG-E,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,,6.5,7.1,,720,,0.45,
G8A1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3.9,3,,850,,0.45,
ALDA 5.56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,,5.7,6.2,,900,,0.45,
PARA-308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,,3.3,2.6,,650,,0.4,
552 Com,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,,3.1,2.4,,690,,0.4,
ARX200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,,3.4,2.6,,700,,0.4,
556xi,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,,3.7,2.6,,690,,0.4,
L85A2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,,3.3,2.7,,670,,0.4,
C7E,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,,2.7,2,,800,,0.4,
M762,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,,3.3,2.6,,730,,0.4,
AK-12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,,3.4,2.6,,850,,0.4,
SC3000K,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,,3.4,2.6,,800,,0.4,
M4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,,3.4,2.6,,750,,0.4,
V308,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3.3,2.6,,700,,0.4,
AK-74M,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,,3.4,2.6,,650,,0.4,
416-C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,9,9,9,9,9,9,9,9,,3.4,2.4,,740,,0.4,
MK17 CQB,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,,3.1,2.4,,585,,0.4,0.55
AUG A2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,,3.3,2.6,,720,,0.4,
AR33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,,3.3,2.6,,749,,0.4,
Spear .308,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,,3.3,2.4,,700,,0.4,
TYPE-89,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,,3.3,2.6,,850,,0.4,
C8-SFW,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,,2.9,2.4,,837,,0.4,
F90,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,,3.1,2.2,,780,,0.4,
F2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,,3.1,2.4,,980,,0.4,
R4-C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,,3.4,2.7,,860,,0.4,
G36C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,,3.3,2.4,,780,,0.4,
C75 Auto,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.7,1.9,,1000,,0.275,
BEARING 9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.7,1.9,,1100,,0.275,
SMG-11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.9,2,,1270,,0.275,
SPSMG9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.7,2.2,,980,,0.275,
SMG-12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,3,2,,1270,,0.275,
9mm C1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.6,1.9,,575,,0.3,
UMP45,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,2.9,2.4,,600,,0.3,
Commando 9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2.5,2,,780,,0.3,
M12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3,2.2,,550,,0.3,
K1A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,3,2.7,,720,,0.3,
